Project name;Repository name;Branch;File extension;Count
acas;acas-autenticacao-parceiros-api;develop;.cs;56
acas;acas-autenticacao-parceiros-api;develop;.csproj;8
acas;acas-autenticacao-parceiros-api;develop;.xml;1
acas;acas-autenticacao-parceiros-api;develop;.xsd;1
acas;acas-autenticacao-parceiros-api;develop;.css;1
acas;acas-autenticacao-parceiros-api;develop;.json;2
acas;acas-autenticacao-parceiros-api;develop;.sln;1
acas;acas-autenticacao-parceiros-api;develop;.md;1
acas;acas-autenticacao-parceiros-api;develop;.yml;1
acas;acas-autenticacao-parceiros-api;develop;.yaml;1
acas;acas-autenticacao-parceiros-api;main;.md;1
acas;acas-autenticacao-parceiros-api;main;.yml;1
acas;acas-autenticacao-parceiros-api;main;.yaml;1
acas;acas-autenticacao-parceiros-api;staging;.md;1
acas;acas-autenticacao-parceiros-api;staging;.yml;1
acas;acas-autenticacao-parceiros-api;staging;.yaml;1
acas;acas-componente-seguranca;main;.md;1
acas;acas-componente-seguranca;staging;.csproj;16
acas;acas-componente-seguranca;staging;.cs;69
acas;acas-componente-seguranca;staging;.css;1
acas;acas-componente-seguranca;staging;.pubxml;1
acas;acas-componente-seguranca;staging;.json;7
acas;acas-componente-seguranca;staging;.sln;1
acas;acas-componente-seguranca;staging;.md;1
acas;acas-componente-seguranca;staging;.yml;1
acas;acas-desafios-seguranca;main;.md;1
acas;acas-desafios-seguranca;staging;.csproj;16
acas;acas-desafios-seguranca;staging;.cs;69
acas;acas-desafios-seguranca;staging;.css;1
acas;acas-desafios-seguranca;staging;.pubxml;1
acas;acas-desafios-seguranca;staging;.json;7
acas;acas-desafios-seguranca;staging;.sln;1
acas;acas-desafios-seguranca;staging;.md;1
acas;acas-desafios-seguranca;staging;.yml;1
acas;acas-desafios-seguranca-api;develop;.md;1
acas;acas-desafios-seguranca-api;develop;.yml;1
acas;acas-desafios-seguranca-api;develop;.yaml;1
acas;acas-desafios-seguranca-api;main;.md;1
acas;acas-desafios-seguranca-api;main;.yml;1
acas;acas-desafios-seguranca-api;main;.yaml;1
acas;acas-desafios-seguranca-api;staging;.md;1
acas;acas-desafios-seguranca-api;staging;.yml;1
acas;acas-desafios-seguranca-api;staging;.yaml;1
acas;acas-gerenciamento-modo-seguro-api;develop;.csproj;6
acas;acas-gerenciamento-modo-seguro-api;develop;.cs;95
acas;acas-gerenciamento-modo-seguro-api;develop;.xml;1
acas;acas-gerenciamento-modo-seguro-api;develop;.xsd;1
acas;acas-gerenciamento-modo-seguro-api;develop;.css;1
acas;acas-gerenciamento-modo-seguro-api;develop;.json;2
acas;acas-gerenciamento-modo-seguro-api;develop;.sln;1
acas;acas-gerenciamento-modo-seguro-api;develop;.md;1
acas;acas-gerenciamento-modo-seguro-api;develop;.yml;1
acas;acas-gerenciamento-modo-seguro-api;develop;.yaml;1
acas;acas-gerenciamento-modo-seguro-api;main;.md;1
acas;acas-gerenciamento-modo-seguro-api;main;.yml;1
acas;acas-gerenciamento-modo-seguro-api;main;.yaml;1
acas;acas-gerenciamento-modo-seguro-api;staging;.md;1
acas;acas-gerenciamento-modo-seguro-api;staging;.yml;1
acas;acas-gerenciamento-modo-seguro-api;staging;.yaml;1
acas;acas-integrador-historico-risco-consumer;main;.csproj;16
acas;acas-integrador-historico-risco-consumer;main;.cs;69
acas;acas-integrador-historico-risco-consumer;main;.css;1
acas;acas-integrador-historico-risco-consumer;main;.pubxml;1
acas;acas-integrador-historico-risco-consumer;main;.json;7
acas;acas-integrador-historico-risco-consumer;main;.sln;1
acas;acas-integrador-historico-risco-consumer;main;.md;1
acas;acas-integrador-historico-risco-consumer;main;.yml;1
acas;acas-integrador-historico-risco-consumer;staging;.csproj;16
acas;acas-integrador-historico-risco-consumer;staging;.cs;69
acas;acas-integrador-historico-risco-consumer;staging;.css;1
acas;acas-integrador-historico-risco-consumer;staging;.pubxml;1
acas;acas-integrador-historico-risco-consumer;staging;.json;7
acas;acas-integrador-historico-risco-consumer;staging;.sln;1
acas;acas-integrador-historico-risco-consumer;staging;.md;1
acas;acas-integrador-historico-risco-consumer;staging;.yml;1
acas;acas-seguranca-operacoes-canais-externos-api;develop;.md;1
acas;acas-seguranca-operacoes-canais-externos-api;develop;.yml;1
acas;acas-seguranca-operacoes-canais-externos-api;develop;.yaml;1
acas;acas-seguranca-operacoes-canais-externos-api;main;.md;1
acas;acas-seguranca-operacoes-canais-externos-api;main;.yml;1
acas;acas-seguranca-operacoes-canais-externos-api;main;.yaml;1
acas;acas-seguranca-operacoes-canais-externos-api;staging;.md;1
acas;acas-seguranca-operacoes-canais-externos-api;staging;.yml;1
acas;acas-seguranca-operacoes-canais-externos-api;staging;.yaml;1
acpb;acpb-arrecadacao-bff;main;.md;1
acpb;acpb-arrecadacao-bff;staging;.md;1
acpb;acpb-backoffice-cadastro-bff;main;.md;1
acpb;acpb-backoffice-cadastro-bff;staging;.md;1
acpb;acpb-banking-console-bff;develop;.cs;50
acpb;acpb-banking-console-bff;develop;.csproj;11
acpb;acpb-banking-console-bff;develop;.xml;1
acpb;acpb-banking-console-bff;develop;.xsd;1
acpb;acpb-banking-console-bff;develop;.css;2
acpb;acpb-banking-console-bff;develop;.json;2
acpb;acpb-banking-console-bff;develop;.sln;1
acpb;acpb-banking-console-bff;develop;.md;1
acpb;acpb-banking-console-bff;develop;.yml;1
acpb;acpb-banking-console-bff;main;.md;1
acpb;acpb-banking-console-bff;staging;.cs;70
acpb;acpb-banking-console-bff;staging;.csproj;11
acpb;acpb-banking-console-bff;staging;.xml;1
acpb;acpb-banking-console-bff;staging;.xsd;1
acpb;acpb-banking-console-bff;staging;.css;2
acpb;acpb-banking-console-bff;staging;.json;2
acpb;acpb-banking-console-bff;staging;.sln;1
acpb;acpb-banking-console-bff;staging;.md;1
acpb;acpb-banking-console-bff;staging;.yml;1
acpb;acpb-bff-backoffice-planejamento-comercial;main;.md;1
acpb;acpb-bff-backoffice-planejamento-comercial;staging;.md;1
acpb;acpb-bff-gestao-risco-credito-service;main;.md;1
acpb;acpb-bff-gestao-risco-credito-service;staging;.md;1
acpb;acpb-bff-parametros-cadastro-produtos-service;main;.md;1
acpb;acpb-bff-parametros-cadastro-produtos-service;staging;.md;1
acpb;acpb-comissionamento-remuneracao-bff;main;.md;1
acpb;acpb-comissionamento-remuneracao-bff;staging;.cs;58
acpb;acpb-comissionamento-remuneracao-bff;staging;.csproj;8
acpb;acpb-comissionamento-remuneracao-bff;staging;.xml;1
acpb;acpb-comissionamento-remuneracao-bff;staging;.xsd;1
acpb;acpb-comissionamento-remuneracao-bff;staging;.css;1
acpb;acpb-comissionamento-remuneracao-bff;staging;.json;2
acpb;acpb-comissionamento-remuneracao-bff;staging;.sln;1
acpb;acpb-comissionamento-remuneracao-bff;staging;.md;1
acpb;acpb-comissionamento-remuneracao-bff;staging;.yml;1
acpb;acpb-desconto-em-folha-parametrizacao-bff;main;.md;1
acpb;acpb-desconto-em-folha-parametrizacao-bff;staging;.md;1
acpb;acpb-investimento-renda-fixa-bff;main;.md;1
acpb;acpb-investimento-renda-fixa-bff;staging;.cs;36
acpb;acpb-investimento-renda-fixa-bff;staging;.csproj;9
acpb;acpb-investimento-renda-fixa-bff;staging;.xml;1
acpb;acpb-investimento-renda-fixa-bff;staging;.xsd;1
acpb;acpb-investimento-renda-fixa-bff;staging;.css;1
acpb;acpb-investimento-renda-fixa-bff;staging;.json;5
acpb;acpb-investimento-renda-fixa-bff;staging;.sln;1
acpb;acpb-investimento-renda-fixa-bff;staging;.md;1
acpb;acpb-investimento-renda-fixa-bff;staging;.yml;1
acpb;acpb-portal-backoffice-bff;development;.json;3
acpb;acpb-portal-backoffice-bff;development;.cs;16
acpb;acpb-portal-backoffice-bff;development;.csproj;7
acpb;acpb-portal-backoffice-bff;development;.xml;1
acpb;acpb-portal-backoffice-bff;development;.xsd;1
acpb;acpb-portal-backoffice-bff;development;.css;1
acpb;acpb-portal-backoffice-bff;development;.sln;1
acpb;acpb-portal-backoffice-bff;development;.md;1
acpb;acpb-portal-backoffice-bff;development;.yml;1
acpb;acpb-portal-backoffice-bff;main;.json;3
acpb;acpb-portal-backoffice-bff;main;.cs;17
acpb;acpb-portal-backoffice-bff;main;.csproj;7
acpb;acpb-portal-backoffice-bff;main;.xml;1
acpb;acpb-portal-backoffice-bff;main;.xsd;1
acpb;acpb-portal-backoffice-bff;main;.css;1
acpb;acpb-portal-backoffice-bff;main;.sln;1
acpb;acpb-portal-backoffice-bff;main;.md;1
acpb;acpb-portal-backoffice-bff;main;.yml;1
acpb;acpb-portal-backoffice-bff;master;.cs;17
acpb;acpb-portal-backoffice-bff;master;.csproj;6
acpb;acpb-portal-backoffice-bff;master;.xml;1
acpb;acpb-portal-backoffice-bff;master;.xsd;1
acpb;acpb-portal-backoffice-bff;master;.css;2
acpb;acpb-portal-backoffice-bff;master;.json;4
acpb;acpb-portal-backoffice-bff;master;.sln;1
acpb;acpb-portal-backoffice-bff;master;.js;2
acpb;acpb-portal-backoffice-bff;master;.svg;25
acpb;acpb-portal-backoffice-bff;master;.htm;1
acpb;acpb-portal-backoffice-bff;master;.html;4
acpb;acpb-portal-backoffice-bff;master;.md;1
acpb;acpb-portal-backoffice-bff;staging;.json;3
acpb;acpb-portal-backoffice-bff;staging;.cs;17
acpb;acpb-portal-backoffice-bff;staging;.csproj;7
acpb;acpb-portal-backoffice-bff;staging;.xml;1
acpb;acpb-portal-backoffice-bff;staging;.xsd;1
acpb;acpb-portal-backoffice-bff;staging;.css;1
acpb;acpb-portal-backoffice-bff;staging;.sln;1
acpb;acpb-portal-backoffice-bff;staging;.md;1
acpb;acpb-portal-backoffice-bff;staging;.yml;1
acpb;acpb-portal-cobranca-bff;develop;.md;1
acpb;acpb-portal-cobranca-bff;develop;.yml;1
acpb;acpb-portal-cobranca-bff;develop;.yaml;1
acpb;acpb-portal-cobranca-bff;main;.md;1
acpb;acpb-portal-cobranca-bff;main;.yml;1
acpb;acpb-portal-cobranca-bff;main;.yaml;1
acpb;acpb-portal-cobranca-bff;staging;.csproj;9
acpb;acpb-portal-cobranca-bff;staging;.cs;23
acpb;acpb-portal-cobranca-bff;staging;.xml;1
acpb;acpb-portal-cobranca-bff;staging;.xsd;1
acpb;acpb-portal-cobranca-bff;staging;.css;1
acpb;acpb-portal-cobranca-bff;staging;.json;3
acpb;acpb-portal-cobranca-bff;staging;.sln;1
acpb;acpb-portal-cobranca-bff;staging;.md;1
acpb;acpb-portal-cobranca-bff;staging;.yml;1
acpb;acpb-portal-cobranca-bff;staging;.yaml;1
acpb;acpb-portal-pj-bff;main;.csproj;16
acpb;acpb-portal-pj-bff;main;.cs;163
acpb;acpb-portal-pj-bff;main;.xml;1
acpb;acpb-portal-pj-bff;main;.xsd;1
acpb;acpb-portal-pj-bff;main;.css;1
acpb;acpb-portal-pj-bff;main;.json;3
acpb;acpb-portal-pj-bff;main;.sln;1
acpb;acpb-portal-pj-bff;main;.md;1
acpb;acpb-portal-pj-bff;main;.yml;1
acpb;acpb-portal-pj-bff;staging;.csproj;16
acpb;acpb-portal-pj-bff;staging;.cs;163
acpb;acpb-portal-pj-bff;staging;.xml;1
acpb;acpb-portal-pj-bff;staging;.xsd;1
acpb;acpb-portal-pj-bff;staging;.css;1
acpb;acpb-portal-pj-bff;staging;.json;3
acpb;acpb-portal-pj-bff;staging;.sln;1
acpb;acpb-portal-pj-bff;staging;.md;1
acpb;acpb-portal-pj-bff;staging;.yml;1
acpb;acpb-proposta-de-negocio-pj-bff;main;.md;1
acpb;acpb-proposta-de-negocio-pj-bff;staging;.cs;41
acpb;acpb-proposta-de-negocio-pj-bff;staging;.csproj;9
acpb;acpb-proposta-de-negocio-pj-bff;staging;.xml;1
acpb;acpb-proposta-de-negocio-pj-bff;staging;.xsd;1
acpb;acpb-proposta-de-negocio-pj-bff;staging;.css;1
acpb;acpb-proposta-de-negocio-pj-bff;staging;.json;3
acpb;acpb-proposta-de-negocio-pj-bff;staging;.sln;1
acpb;acpb-proposta-de-negocio-pj-bff;staging;.md;1
acpb;acpb-proposta-de-negocio-pj-bff;staging;.yml;1
acpb;acpb-seguros-sinistro-backoffice-bff;develop;.md;1
acpb;acpb-seguros-sinistro-backoffice-bff;develop;.yml;1
acpb;acpb-seguros-sinistro-backoffice-bff;develop;.yaml;1
acpb;acpb-seguros-sinistro-backoffice-bff;main;.md;1
acpb;acpb-seguros-sinistro-backoffice-bff;main;.yml;1
acpb;acpb-seguros-sinistro-backoffice-bff;main;.yaml;1
acpb;acpb-seguros-sinistro-backoffice-bff;staging;.md;1
acpb;acpb-seguros-sinistro-backoffice-bff;staging;.yml;1
acpb;acpb-seguros-sinistro-backoffice-bff;staging;.yaml;1
acps;acps-abertura-conta-pf-mobile-bff;main;.csproj;12
acps;acps-abertura-conta-pf-mobile-bff;main;.cs;78
acps;acps-abertura-conta-pf-mobile-bff;main;.css;1
acps;acps-abertura-conta-pf-mobile-bff;main;.json;3
acps;acps-abertura-conta-pf-mobile-bff;main;.md;10
acps;acps-abertura-conta-pf-mobile-bff;main;.sln;1
acps;acps-abertura-conta-pf-mobile-bff;main;.yml;1
acps;acps-abertura-conta-pf-mobile-bff;staging;.csproj;12
acps;acps-abertura-conta-pf-mobile-bff;staging;.cs;78
acps;acps-abertura-conta-pf-mobile-bff;staging;.css;1
acps;acps-abertura-conta-pf-mobile-bff;staging;.json;3
acps;acps-abertura-conta-pf-mobile-bff;staging;.md;10
acps;acps-abertura-conta-pf-mobile-bff;staging;.sln;1
acps;acps-abertura-conta-pf-mobile-bff;staging;.yml;1
acps;acps-abertura-conta-pj-mobile-bff;main;.md;1
acps;acps-abertura-conta-pj-mobile-bff;staging;.csproj;8
acps;acps-abertura-conta-pj-mobile-bff;staging;.cs;56
acps;acps-abertura-conta-pj-mobile-bff;staging;.md;15
acps;acps-abertura-conta-pj-mobile-bff;staging;.css;1
acps;acps-abertura-conta-pj-mobile-bff;staging;.json;3
acps;acps-abertura-conta-pj-mobile-bff;staging;.sln;1
acps;acps-abertura-conta-pj-mobile-bff;staging;.yml;1
acps;acps-aprovacoes-ib-bff;ajustes-controller-atributo;.cs;40
acps;acps-aprovacoes-ib-bff;ajustes-controller-atributo;.csproj;11
acps;acps-aprovacoes-ib-bff;ajustes-controller-atributo;.xml;1
acps;acps-aprovacoes-ib-bff;ajustes-controller-atributo;.xsd;1
acps;acps-aprovacoes-ib-bff;ajustes-controller-atributo;.css;1
acps;acps-aprovacoes-ib-bff;ajustes-controller-atributo;.json;3
acps;acps-aprovacoes-ib-bff;ajustes-controller-atributo;.sln;1
acps;acps-aprovacoes-ib-bff;ajustes-controller-atributo;.md;1
acps;acps-aprovacoes-ib-bff;ajustes-controller-atributo;.yml;1
acps;acps-aprovacoes-ib-bff;ajustes-controller-atributo;.yaml;1
acps;acps-aprovacoes-ib-bff;ajustes-program;.cs;40
acps;acps-aprovacoes-ib-bff;ajustes-program;.csproj;11
acps;acps-aprovacoes-ib-bff;ajustes-program;.xml;1
acps;acps-aprovacoes-ib-bff;ajustes-program;.xsd;1
acps;acps-aprovacoes-ib-bff;ajustes-program;.css;1
acps;acps-aprovacoes-ib-bff;ajustes-program;.json;3
acps;acps-aprovacoes-ib-bff;ajustes-program;.sln;1
acps;acps-aprovacoes-ib-bff;ajustes-program;.md;1
acps;acps-aprovacoes-ib-bff;ajustes-program;.yml;1
acps;acps-aprovacoes-ib-bff;ajustes-program;.yaml;1
acps;acps-aprovacoes-ib-bff;correcao-controller;.cs;40
acps;acps-aprovacoes-ib-bff;correcao-controller;.csproj;11
acps;acps-aprovacoes-ib-bff;correcao-controller;.xml;1
acps;acps-aprovacoes-ib-bff;correcao-controller;.xsd;1
acps;acps-aprovacoes-ib-bff;correcao-controller;.css;1
acps;acps-aprovacoes-ib-bff;correcao-controller;.json;3
acps;acps-aprovacoes-ib-bff;correcao-controller;.sln;1
acps;acps-aprovacoes-ib-bff;correcao-controller;.md;1
acps;acps-aprovacoes-ib-bff;correcao-controller;.yml;1
acps;acps-aprovacoes-ib-bff;correcao-controller;.yaml;1
acps;acps-aprovacoes-ib-bff;correcao-parametros;.cs;40
acps;acps-aprovacoes-ib-bff;correcao-parametros;.csproj;11
acps;acps-aprovacoes-ib-bff;correcao-parametros;.xml;1
acps;acps-aprovacoes-ib-bff;correcao-parametros;.xsd;1
acps;acps-aprovacoes-ib-bff;correcao-parametros;.css;1
acps;acps-aprovacoes-ib-bff;correcao-parametros;.json;3
acps;acps-aprovacoes-ib-bff;correcao-parametros;.sln;1
acps;acps-aprovacoes-ib-bff;correcao-parametros;.md;1
acps;acps-aprovacoes-ib-bff;correcao-parametros;.yml;1
acps;acps-aprovacoes-ib-bff;correcao-parametros;.yaml;1
acps;acps-aprovacoes-ib-bff;correcao-pipeline;.cs;40
acps;acps-aprovacoes-ib-bff;correcao-pipeline;.csproj;11
acps;acps-aprovacoes-ib-bff;correcao-pipeline;.xml;1
acps;acps-aprovacoes-ib-bff;correcao-pipeline;.xsd;1
acps;acps-aprovacoes-ib-bff;correcao-pipeline;.css;1
acps;acps-aprovacoes-ib-bff;correcao-pipeline;.json;3
acps;acps-aprovacoes-ib-bff;correcao-pipeline;.sln;1
acps;acps-aprovacoes-ib-bff;correcao-pipeline;.md;1
acps;acps-aprovacoes-ib-bff;correcao-pipeline;.yml;1
acps;acps-aprovacoes-ib-bff;correcao-pipeline;.yaml;1
acps;acps-aprovacoes-ib-bff;develop;.csproj;17
acps;acps-aprovacoes-ib-bff;develop;.cs;180
acps;acps-aprovacoes-ib-bff;develop;.xml;1
acps;acps-aprovacoes-ib-bff;develop;.xsd;1
acps;acps-aprovacoes-ib-bff;develop;.css;1
acps;acps-aprovacoes-ib-bff;develop;.json;3
acps;acps-aprovacoes-ib-bff;develop;.sln;1
acps;acps-aprovacoes-ib-bff;develop;.md;1
acps;acps-aprovacoes-ib-bff;develop;.yml;1
acps;acps-aprovacoes-ib-bff;develop;.yaml;1
acps;acps-aprovacoes-ib-bff;main;.csproj;17
acps;acps-aprovacoes-ib-bff;main;.cs;152
acps;acps-aprovacoes-ib-bff;main;.xml;1
acps;acps-aprovacoes-ib-bff;main;.xsd;1
acps;acps-aprovacoes-ib-bff;main;.css;1
acps;acps-aprovacoes-ib-bff;main;.json;3
acps;acps-aprovacoes-ib-bff;main;.sln;1
acps;acps-aprovacoes-ib-bff;main;.md;1
acps;acps-aprovacoes-ib-bff;main;.yml;1
acps;acps-aprovacoes-ib-bff;main;.yaml;1
acps;acps-aprovacoes-ib-bff;staging;.cs;40
acps;acps-aprovacoes-ib-bff;staging;.csproj;11
acps;acps-aprovacoes-ib-bff;staging;.xml;1
acps;acps-aprovacoes-ib-bff;staging;.xsd;1
acps;acps-aprovacoes-ib-bff;staging;.css;1
acps;acps-aprovacoes-ib-bff;staging;.json;3
acps;acps-aprovacoes-ib-bff;staging;.sln;1
acps;acps-aprovacoes-ib-bff;staging;.md;1
acps;acps-aprovacoes-ib-bff;staging;.yml;1
acps;acps-aprovacoes-ib-bff;staging;.yaml;1
acps;acps-atendimento-mobile-bff;main;.md;1
acps;acps-atendimento-mobile-bff;staging;.csproj;8
acps;acps-atendimento-mobile-bff;staging;.cs;56
acps;acps-atendimento-mobile-bff;staging;.md;15
acps;acps-atendimento-mobile-bff;staging;.css;1
acps;acps-atendimento-mobile-bff;staging;.json;3
acps;acps-atendimento-mobile-bff;staging;.sln;1
acps;acps-atendimento-mobile-bff;staging;.yml;1
acps;acps-auth-mobile-bff;main;.csproj;13
acps;acps-auth-mobile-bff;main;.cs;80
acps;acps-auth-mobile-bff;main;.md;12
acps;acps-auth-mobile-bff;main;.css;1
acps;acps-auth-mobile-bff;main;.json;3
acps;acps-auth-mobile-bff;main;.sln;1
acps;acps-auth-mobile-bff;main;.yml;1
acps;acps-auth-mobile-bff;staging;.csproj;13
acps;acps-auth-mobile-bff;staging;.cs;80
acps;acps-auth-mobile-bff;staging;.md;12
acps;acps-auth-mobile-bff;staging;.css;1
acps;acps-auth-mobile-bff;staging;.json;3
acps;acps-auth-mobile-bff;staging;.sln;1
acps;acps-auth-mobile-bff;staging;.yml;1
acps;acps-automacao-mobile-qa;develop;.md;1
acps;acps-automacao-mobile-qa;main;.md;1
acps;acps-automacao-mobile-qa;staging;.md;1
acps;acps-automacao-qa;adicao_setup;.md;1
acps;acps-automacao-qa;adicao_setup;.js;8
acps;acps-automacao-qa;adicao_setup;.json;4
acps;acps-automacao-qa;config-arquitetura;.md;1
acps;acps-automacao-qa;config-arquitetura;.robot;22
acps;acps-automacao-qa;config-arquitetura;.yaml;3
acps;acps-automacao-qa;config-arquitetura;.txt;1
acps;acps-automacao-qa;develop;.md;1
acps;acps-automacao-qa;main;.md;1
acps;acps-automacao-qa;main;.js;8
acps;acps-automacao-qa;main;.json;4
acps;acps-automacao-qa;staging;.md;1
acps;acps-automacao-qa;staging;.js;12
acps;acps-automacao-qa;staging;.json;7
acps;acps-beneficio-mobile-bff;main;.md;1
acps;acps-beneficio-mobile-bff;staging;.csproj;8
acps;acps-beneficio-mobile-bff;staging;.cs;56
acps;acps-beneficio-mobile-bff;staging;.md;15
acps;acps-beneficio-mobile-bff;staging;.css;1
acps;acps-beneficio-mobile-bff;staging;.json;3
acps;acps-beneficio-mobile-bff;staging;.sln;1
acps;acps-beneficio-mobile-bff;staging;.yml;1
acps;acps-bff-auth-ib;adicao-validate-password;.cs;82
acps;acps-bff-auth-ib;adicao-validate-password;.csproj;13
acps;acps-bff-auth-ib;adicao-validate-password;.css;1
acps;acps-bff-auth-ib;adicao-validate-password;.json;3
acps;acps-bff-auth-ib;adicao-validate-password;.sln;1
acps;acps-bff-auth-ib;adicao-validate-password;.md;1
acps;acps-bff-auth-ib;adicao-validate-password;.yml;1
acps;acps-bff-auth-ib;develop;.cs;148
acps;acps-bff-auth-ib;develop;.csproj;13
acps;acps-bff-auth-ib;develop;.css;1
acps;acps-bff-auth-ib;develop;.json;3
acps;acps-bff-auth-ib;develop;.sln;1
acps;acps-bff-auth-ib;develop;.md;1
acps;acps-bff-auth-ib;develop;.yml;1
acps;acps-bff-auth-ib;main;.cs;109
acps;acps-bff-auth-ib;main;.csproj;13
acps;acps-bff-auth-ib;main;.css;1
acps;acps-bff-auth-ib;main;.json;3
acps;acps-bff-auth-ib;main;.sln;1
acps;acps-bff-auth-ib;main;.md;1
acps;acps-bff-auth-ib;main;.yml;1
acps;acps-bff-auth-ib;staging;.cs;52
acps;acps-bff-auth-ib;staging;.csproj;7
acps;acps-bff-auth-ib;staging;.css;1
acps;acps-bff-auth-ib;staging;.json;3
acps;acps-bff-auth-ib;staging;.sln;1
acps;acps-bff-auth-ib;staging;.md;1
acps;acps-bff-auth-ib;staging;.yml;1
acps;acps-bff-auth-ib;validate-password-fix;.cs;82
acps;acps-bff-auth-ib;validate-password-fix;.csproj;13
acps;acps-bff-auth-ib;validate-password-fix;.css;1
acps;acps-bff-auth-ib;validate-password-fix;.json;3
acps;acps-bff-auth-ib;validate-password-fix;.sln;1
acps;acps-bff-auth-ib;validate-password-fix;.md;1
acps;acps-bff-auth-ib;validate-password-fix;.yml;1
acps;acps-bff-auth-ib;validate-password-tests;.cs;85
acps;acps-bff-auth-ib;validate-password-tests;.csproj;13
acps;acps-bff-auth-ib;validate-password-tests;.css;1
acps;acps-bff-auth-ib;validate-password-tests;.json;3
acps;acps-bff-auth-ib;validate-password-tests;.sln;1
acps;acps-bff-auth-ib;validate-password-tests;.md;1
acps;acps-bff-auth-ib;validate-password-tests;.yml;1
acps;acps-bff-auth-ib-service;main;.md;1
acps;acps-bff-auth-ib-service;staging;.md;1
acps;acps-bff-auth-mobile;main;.csproj;7
acps;acps-bff-auth-mobile;main;.cs;39
acps;acps-bff-auth-mobile;main;.css;1
acps;acps-bff-auth-mobile;main;.json;2
acps;acps-bff-auth-mobile;main;.sln;1
acps;acps-bff-auth-mobile;main;.md;1
acps;acps-bff-auth-mobile;main;.yml;1
acps;acps-bff-auth-mobile;staging;.csproj;7
acps;acps-bff-auth-mobile;staging;.cs;39
acps;acps-bff-auth-mobile;staging;.css;1
acps;acps-bff-auth-mobile;staging;.json;2
acps;acps-bff-auth-mobile;staging;.sln;1
acps;acps-bff-auth-mobile;staging;.md;1
acps;acps-bff-auth-mobile;staging;.yml;1
acps;acps-bff-boletos-ib;main;.md;1
acps;acps-bff-boletos-ib;staging;.md;1
acps;acps-bff-cliente-mobile;main;.csproj;16
acps;acps-bff-cliente-mobile;main;.cs;72
acps;acps-bff-cliente-mobile;main;.css;1
acps;acps-bff-cliente-mobile;main;.json;3
acps;acps-bff-cliente-mobile;main;.sln;1
acps;acps-bff-cliente-mobile;main;.md;1
acps;acps-bff-cliente-mobile;main;.html;3
acps;acps-bff-cliente-mobile;main;.yml;1
acps;acps-bff-cliente-mobile;modelo;.csproj;5
acps;acps-bff-cliente-mobile;modelo;.cs;21
acps;acps-bff-cliente-mobile;modelo;.css;1
acps;acps-bff-cliente-mobile;modelo;.json;2
acps;acps-bff-cliente-mobile;modelo;.sln;1
acps;acps-bff-cliente-mobile;modelo;.md;1
acps;acps-bff-cliente-mobile;modelo;.yml;1
acps;acps-bff-cliente-mobile;staging;.csproj;16
acps;acps-bff-cliente-mobile;staging;.cs;72
acps;acps-bff-cliente-mobile;staging;.css;1
acps;acps-bff-cliente-mobile;staging;.json;3
acps;acps-bff-cliente-mobile;staging;.sln;1
acps;acps-bff-cliente-mobile;staging;.md;1
acps;acps-bff-cliente-mobile;staging;.html;3
acps;acps-bff-cliente-mobile;staging;.yml;1
acps;acps-bff-conta-mobile;main;.md;1
acps;acps-bff-conta-mobile;main;.yml;1
acps;acps-bff-conta-mobile;staging;.csproj;5
acps;acps-bff-conta-mobile;staging;.cs;32
acps;acps-bff-conta-mobile;staging;.css;1
acps;acps-bff-conta-mobile;staging;.json;2
acps;acps-bff-conta-mobile;staging;.sln;1
acps;acps-bff-conta-mobile;staging;.md;1
acps;acps-bff-conta-mobile;staging;.yml;1
acps;acps-bff-debito-automatico-ib;main;.md;1
acps;acps-bff-debito-automatico-ib;staging;.md;1
acps;acps-bff-documentos-ib;main;.md;1
acps;acps-bff-documentos-ib;staging;.md;1
acps;acps-bff-extrato-ib;develop;.csproj;11
acps;acps-bff-extrato-ib;develop;.cs;85
acps;acps-bff-extrato-ib;develop;.css;1
acps;acps-bff-extrato-ib;develop;.pubxml;1
acps;acps-bff-extrato-ib;develop;.json;3
acps;acps-bff-extrato-ib;develop;.sln;1
acps;acps-bff-extrato-ib;develop;.nupkg;1
acps;acps-bff-extrato-ib;develop;.md;1
acps;acps-bff-extrato-ib;develop;.yml;1
acps;acps-bff-extrato-ib;main;.csproj;11
acps;acps-bff-extrato-ib;main;.cs;85
acps;acps-bff-extrato-ib;main;.css;1
acps;acps-bff-extrato-ib;main;.pubxml;1
acps;acps-bff-extrato-ib;main;.json;3
acps;acps-bff-extrato-ib;main;.sln;1
acps;acps-bff-extrato-ib;main;.nupkg;1
acps;acps-bff-extrato-ib;main;.md;1
acps;acps-bff-extrato-ib;main;.yml;1
acps;acps-bff-extrato-ib;staging;.csproj;11
acps;acps-bff-extrato-ib;staging;.cs;85
acps;acps-bff-extrato-ib;staging;.css;1
acps;acps-bff-extrato-ib;staging;.pubxml;1
acps;acps-bff-extrato-ib;staging;.json;3
acps;acps-bff-extrato-ib;staging;.sln;1
acps;acps-bff-extrato-ib;staging;.nupkg;1
acps;acps-bff-extrato-ib;staging;.md;1
acps;acps-bff-extrato-ib;staging;.yml;1
acps;acps-bff-investimentos;main;.md;1
acps;acps-bff-investimentos;staging;.md;1
acps;acps-bff-investimentos-ib;main;.md;1
acps;acps-bff-investimentos-ib;staging;.md;1
