Project name;Repository name;File extension
BMG.Corporativo.PlataformaNegocios;BMG.PN.PNP579.EventConsumerPN;.json
BMG.Corporativo.PlataformaNegocios;BMG.PN.PNP579.EventConsumerPN;.cs
BMG.Corporativo.PlataformaNegocios;BMG.PN.PNP579.EventConsumerPN;.sln
BMG.Corporativo.PlataformaNegocios;BMG.PN.PNP579.EventConsumerPN;.csproj
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP038;.settings
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP038;.csproj
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP038;.config
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP038;.pfx
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP038;.wsdl
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP038;.user
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP038;.map
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP038;.datasource
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP038;.sln
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP038;.cs
BMG.Corporativo.Arrecadacao;BMG.Corporativo.Arrecadacao.APIDominios;.json
BMG.Corporativo.Arrecadacao;BMG.Corporativo.Arrecadacao.APIDominios;.csproj
BMG.Corporativo.Arrecadacao;BMG.Corporativo.Arrecadacao.APIDominios;.pubxml
BMG.Corporativo.Arrecadacao;BMG.Corporativo.Arrecadacao.APIDominios;.sln
BMG.Corporativo.Arrecadacao;BMG.Corporativo.Arrecadacao.APIDominios;.cs
BMG.Corporativo.Arrecadacao;BMG.Corporativo.Arrecadacao.APIDominios;.yml
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.json
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.stackdump
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.svg
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.scss
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.png
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.csproj
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.config
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.cache
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.sln
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.eot
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.woff
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.jpg
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.woff2
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.ttf
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.html
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.md
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.css
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.conf
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.ide
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.yml
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.js
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.txt
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.ide-wal
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.otf
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.exe
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.ts
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.less
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.cs
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.ico
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.lock
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.ide-shm
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.gif
BMG.Ativos;BMG.Ativos.GestaoGarantias.Front;.pdb
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP095;.json
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP095;.csproj
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP095;.md
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP095;.config
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP095;.sln
BMG.Corporativo.Autoban;BMG.Corporativo.Autoban.ABP095;.cs
BMG.Money;bmgmoney.gcp.webportal.call_center;.md
BMG.Corporativo.Cobranca;BMG.CompensacaoEletronica.NovaCobranca.DDA0108.Backend;.json
BMG.Corporativo.Cobranca;BMG.CompensacaoEletronica.NovaCobranca.DDA0108.Backend;.csproj
BMG.Corporativo.Cobranca;BMG.CompensacaoEletronica.NovaCobranca.DDA0108.Backend;.md
BMG.Corporativo.Cobranca;BMG.CompensacaoEletronica.NovaCobranca.DDA0108.Backend;.sln
BMG.Corporativo.Cobranca;BMG.CompensacaoEletronica.NovaCobranca.DDA0108.Backend;.cs
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.json
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.csproj
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.editorconfig
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.md
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.txt
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.cache
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.buildwithskipanalyzers
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.targets
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.sln
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.dll
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.cs
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.v2
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.copycomplete
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.props
BMG.Digital;BMG.Digital.CodigoParceiro.Hospital;.pdb
BMG.Digital;BMG.Digital.MiddlewareValidalition;.json
BMG.Digital;BMG.Digital.MiddlewareValidalition;.js
BMG.Digital;BMG.Digital.MiddlewareValidalition;.md
BMG.Digital;BMG.Digital.MiddlewareValidalition;.ts
BMG.DevOps;BMG.Devops.EKS;.yaml
BMG.CoreBanking.Pix;pix019-migracao-limites-transacional;.json
BMG.CoreBanking.Pix;pix019-migracao-limites-transacional;.csproj
BMG.CoreBanking.Pix;pix019-migracao-limites-transacional;.md
BMG.CoreBanking.Pix;pix019-migracao-limites-transacional;.config
BMG.CoreBanking.Pix;pix019-migracao-limites-transacional;.sln
BMG.CoreBanking.Pix;pix019-migracao-limites-transacional;.cs
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.json
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.js
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.svg
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.scss
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.png
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.html
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.md
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.css
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.pdf
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.txt
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.ico
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.ts
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.woff
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.jpg
BMG.DNA;BMG.TI.Templates.Angular.Fuse;.ttf
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.resx
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.settings
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.csproj
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.html
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.md
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.config
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.ico
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.datasource
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.sln
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.sql
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.snk
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.cs
BMG.LiquidacaoFinanceira;MLP031_MCLIQ_ROBO;.manifest
BMG.Corporativo.Autorizador;BMG.Corporativo.Barramento.CDTP027;.md
BMG.CoreBanking.Pix;pix014-processador-limites;.json
BMG.CoreBanking.Pix;pix014-processador-limites;.cer
BMG.CoreBanking.Pix;pix014-processador-limites;.csproj
BMG.CoreBanking.Pix;pix014-processador-limites;.md
BMG.CoreBanking.Pix;pix014-processador-limites;.config
BMG.CoreBanking.Pix;pix014-processador-limites;.sln
BMG.CoreBanking.Pix;pix014-processador-limites;.cs
BMG.CoreBanking.Pix;pix002-estorno-retry;.md
BMG.Digital;POC.Headers;.json
BMG.Digital;POC.Headers;.js
BMG.Corporativo.Autoban;BMG.Corporativo.Pix.Matera;.yaml
BMG.Corporativo.Autoban;BMG.Corporativo.Pix.Matera;.log
BMG.Corporativo.Autoban;BMG.Corporativo.Pix.Matera;.md
BMG.Corporativo.Autoban;BMG.Corporativo.Pix.Matera;.yml
BMG.Digital;bmg-banco-digital-ios;.json
BMG.Digital;bmg-banco-digital-ios;.svg
BMG.Digital;bmg-banco-digital-ios;.car
BMG.Digital;bmg-banco-digital-ios;.rb
BMG.Digital;bmg-banco-digital-ios;.png
BMG.Digital;bmg-banco-digital-ios;.xcscheme
BMG.Digital;bmg-banco-digital-ios;.h
BMG.Digital;bmg-banco-digital-ios;.a
BMG.Digital;bmg-banco-digital-ios;.swift
BMG.Digital;bmg-banco-digital-ios;.podspec
BMG.Digital;bmg-banco-digital-ios;.ttf
BMG.Digital;bmg-banco-digital-ios;.entitlements
BMG.Digital;bmg-banco-digital-ios;.plist
BMG.Digital;bmg-banco-digital-ios;.storyboard
BMG.Digital;bmg-banco-digital-ios;.html-e
BMG.Digital;bmg-banco-digital-ios;.cer
BMG.Digital;bmg-banco-digital-ios;.html
BMG.Digital;bmg-banco-digital-ios;.md
BMG.Digital;bmg-banco-digital-ios;.ch
BMG.Digital;bmg-banco-digital-ios;.tflite
BMG.Digital;bmg-banco-digital-ios;.xcsettings
BMG.Digital;bmg-banco-digital-ios;.m
BMG.Digital;bmg-banco-digital-ios;.xib
BMG.Digital;bmg-banco-digital-ios;.mobileprovision
BMG.Digital;bmg-banco-digital-ios;.yml
BMG.Digital;bmg-banco-digital-ios;.clr
BMG.Digital;bmg-banco-digital-ios;.modulemap
BMG.Digital;bmg-banco-digital-ios;.plist-e
BMG.Digital;bmg-banco-digital-ios;.txt
BMG.Digital;bmg-banco-digital-ios;.pdf
BMG.Digital;bmg-banco-digital-ios;.mp3
BMG.Digital;bmg-banco-digital-ios;.otf
BMG.Digital;bmg-banco-digital-ios;.sh
BMG.Digital;bmg-banco-digital-ios;.nib
BMG.Digital;bmg-banco-digital-ios;.certsigningrequest
BMG.Digital;bmg-banco-digital-ios;.strings
BMG.Digital;bmg-banco-digital-ios;.pbxproj
BMG.Digital;bmg-banco-digital-ios;.xcworkspacedata
BMG.Digital;bmg-banco-digital-ios;.xml
BMG.Digital;bmg-banco-digital-ios;.p8
BMG.Digital;bmg-banco-digital-ios;.lock
BMG.Digital;bmg-banco-digital-ios;.json~staging
BMG.Invest;BMG.Invest.Conciliador.Resgate;.json
BMG.Invest;BMG.Invest.Conciliador.Resgate;.csproj
BMG.Invest;BMG.Invest.Conciliador.Resgate;.md
BMG.Invest;BMG.Invest.Conciliador.Resgate;.sln
BMG.Invest;BMG.Invest.Conciliador.Resgate;.sql
BMG.Invest;BMG.Invest.Conciliador.Resgate;.cnf
BMG.Invest;BMG.Invest.Conciliador.Resgate;.cs
BMG.Invest;BMG.Invest.Conciliador.Resgate;.yml
BMG.Corporativo.Cobranca;BMG.Recupera.NegAtiva.Backend;.csproj
BMG.Corporativo.Cobranca;BMG.Recupera.NegAtiva.Backend;.asax
BMG.Corporativo.Cobranca;BMG.Recupera.NegAtiva.Backend;.config
BMG.Corporativo.Cobranca;BMG.Recupera.NegAtiva.Backend;.sln
BMG.Corporativo.Cobranca;BMG.Recupera.NegAtiva.Backend;.xml
BMG.Corporativo.Cobranca;BMG.Recupera.NegAtiva.Backend;.cs
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.rpt
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.myapp
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.htm
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.png
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.config
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.sln
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.refresh
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.asp
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.cfc
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.jpg
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.resx
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.aspx
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.html
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.css
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.db
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.vbproj
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.master
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.htc
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.ascx
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.js
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.cgi
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.bmp
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.txt
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.vspscc
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.lasso
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.xss
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.py
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.afp
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.settings
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.cfm
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.vssscc
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.php
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.ico
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.xsd
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.vb
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.xml
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.dll
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.gif
BMG.Corporativo.AcessoSeguranca;ASP038.Manutencao.De.Tabelas.Web;.pl
BMG.Digital;BMG.Digital.Chute.Api;.json
BMG.Digital;BMG.Digital.Chute.Api;.csproj
BMG.Digital;BMG.Digital.Chute.Api;.md
BMG.Digital;BMG.Digital.Chute.Api;.sln
BMG.Digital;BMG.Digital.Chute.Api;.cs
BMG.Corporativo.Debito;BMG.Corporativo.ArrecadacaoDebito.TratamentoExcecao;.json
BMG.Corporativo.Debito;BMG.Corporativo.ArrecadacaoDebito.TratamentoExcecao;.csproj
BMG.Corporativo.Debito;BMG.Corporativo.ArrecadacaoDebito.TratamentoExcecao;.dll
BMG.Corporativo.Debito;BMG.Corporativo.ArrecadacaoDebito.TratamentoExcecao;.pubxml
BMG.Corporativo.Debito;BMG.Corporativo.ArrecadacaoDebito.TratamentoExcecao;.user
BMG.Corporativo.Debito;BMG.Corporativo.ArrecadacaoDebito.TratamentoExcecao;.sln
BMG.Corporativo.Debito;BMG.Corporativo.ArrecadacaoDebito.TratamentoExcecao;.nupkg
BMG.Corporativo.Debito;BMG.Corporativo.ArrecadacaoDebito.TratamentoExcecao;.cs
BMG.Corporativo.Debito;BMG.Corporativo.ArrecadacaoDebito.TratamentoExcecao;.pdb
BMG.Money;bmgmoney.service.phone_calls_log;.json
BMG.Money;bmgmoney.service.phone_calls_log;.csproj
BMG.Money;bmgmoney.service.phone_calls_log;.md
BMG.Money;bmgmoney.service.phone_calls_log;.sln
BMG.Money;bmgmoney.service.phone_calls_log;.cs
BMG.Corporativo.Arrecadacao;BMG.Corporativo.Arrecadacao.AtualizarBaseCentralizadoraEM;.json
BMG.Corporativo.Arrecadacao;BMG.Corporativo.Arrecadacao.AtualizarBaseCentralizadoraEM;.cs
BMG.Corporativo.Arrecadacao;BMG.Corporativo.Arrecadacao.AtualizarBaseCentralizadoraEM;.sln
BMG.Corporativo.Arrecadacao;BMG.Corporativo.Arrecadacao.AtualizarBaseCentralizadoraEM;.csproj
BMG.CoreBanking.MIP;BMG.CoreBanking.MIP.messaging-back;.yaml
BMG.CoreBanking.MIP;BMG.CoreBanking.MIP.messaging-back;.cer
BMG.CoreBanking.MIP;BMG.CoreBanking.MIP.messaging-back;.md
BMG.CoreBanking.MIP;BMG.CoreBanking.MIP.messaging-back;.txt
BMG.CoreBanking.MIP;BMG.CoreBanking.MIP.messaging-back;.jks
BMG.CoreBanking.MIP;BMG.CoreBanking.MIP.messaging-back;.pfx
BMG.Digital;BMG.Digital.Documentacao;.doc
BMG.Digital;BMG.Digital.Documentacao;.md
BMG.Ciencia.Dados;mlops_etl_lambda;.py
BMG.Ciencia.Dados;mlops_etl_lambda;.md
BMG.Ciencia.Dados;mlops_etl_lambda;.txt
BMG.Ciencia.Dados;mlops_etl_lambda;.yml
BMG.Corporativo.AcessoSeguranca;ASP032.Interface.As.EPM;.asmx
BMG.Corporativo.AcessoSeguranca;ASP032.Interface.As.EPM;.vssscc
BMG.Corporativo.AcessoSeguranca;ASP032.Interface.As.EPM;.config
BMG.Corporativo.AcessoSeguranca;ASP032.Interface.As.EPM;.pubxml
BMG.Corporativo.AcessoSeguranca;ASP032.Interface.As.EPM;.vb
BMG.Corporativo.AcessoSeguranca;ASP032.Interface.As.EPM;.sln
BMG.Corporativo.AcessoSeguranca;ASP032.Interface.As.EPM;.publishproj
BMG.Plataforma;teste.API;.yaml
BMG.Plataforma;teste.API;.js
BMG.Plataforma;teste.API;.json
BMG.PlataformaPJ.WebMobile;BMG.PlataformaPJ.AssinaturaEletronica;.json
BMG.PlataformaPJ.WebMobile;BMG.PlataformaPJ.AssinaturaEletronica;.docx
BMG.PlataformaPJ.WebMobile;BMG.PlataformaPJ.AssinaturaEletronica;.csproj
BMG.PlataformaPJ.WebMobile;BMG.PlataformaPJ.AssinaturaEletronica;.md
BMG.PlataformaPJ.WebMobile;BMG.PlataformaPJ.AssinaturaEletronica;.txt
BMG.PlataformaPJ.WebMobile;BMG.PlataformaPJ.AssinaturaEletronica;.config
BMG.PlataformaPJ.WebMobile;BMG.PlataformaPJ.AssinaturaEletronica;.sln
BMG.PlataformaPJ.WebMobile;BMG.PlataformaPJ.AssinaturaEletronica;.sql
BMG.PlataformaPJ.WebMobile;BMG.PlataformaPJ.AssinaturaEletronica;.xml
BMG.PlataformaPJ.WebMobile;BMG.PlataformaPJ.AssinaturaEletronica;.cs
BMG.PlataformaPJ.WebMobile;BMG.PlataformaPJ.AssinaturaEletronica;.pem
BMG.CoreBanking.ContaCorrente;teste-azure-devops;.json
BMG.CoreBanking.ContaCorrente;teste-azure-devops;.js
BMG.CoreBanking.ContaCorrente;teste-azure-devops;.md
BMG.CoreBanking.ContaCorrente;teste-azure-devops;.yml
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.png
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.csproj
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.config
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.sln
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.asp
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.cfc
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.jpg
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.aspx
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.resx
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.html
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.css
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.db
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.master
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.htc
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.ascx
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.js
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.cgi
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.asax
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.txt
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.vspscc
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.lasso
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.cs
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.py
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.afp
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.php
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.cfm
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.vssscc
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.skin
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.ashx
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.pubxml
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.xml
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.dll
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.gif
BMG.TI.DevSecOps;INP047_ADMINISTRACAO_INTRANET;.pl
BMG.Money;bmgmoney.service.expiration;.json
BMG.Money;bmgmoney.service.expiration;.csproj
BMG.Money;bmgmoney.service.expiration;.md
BMG.Money;bmgmoney.service.expiration;.user
BMG.Money;bmgmoney.service.expiration;.sln
BMG.Money;bmgmoney.service.expiration;.cs
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.json
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.psd1
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.tmp
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.png
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.csproj
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.config
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.cache
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.xdt
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.bat
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.sln
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.rtf
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.psm1
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.props
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.ps1
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.resx
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.log
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.md
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.deploy
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.manifest
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.compressed
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.resources
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.editorconfig
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.txt
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.targets
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.exe
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.nupkg
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.cs
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.settings
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.zip
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.p7s
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.pubxml
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;._
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.xsd
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.user
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.transform
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.xml
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.application
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.dll
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.copycomplete
BMG.Corporativo.CobrancaEmAtraso;BMG.Recupera.Batimento;.pdb
BMG.LiquidacaoFinanceira;MLP013_ROBO_LEITURA_SPB_AUTBANK;.resx
BMG.LiquidacaoFinanceira;MLP013_ROBO_LEITURA_SPB_AUTBANK;.myapp
BMG.LiquidacaoFinanceira;MLP013_ROBO_LEITURA_SPB_AUTBANK;.settings
BMG.LiquidacaoFinanceira;MLP013_ROBO_LEITURA_SPB_AUTBANK;.png
BMG.LiquidacaoFinanceira;MLP013_ROBO_LEITURA_SPB_AUTBANK;.md
BMG.LiquidacaoFinanceira;MLP013_ROBO_LEITURA_SPB_AUTBANK;.config
BMG.LiquidacaoFinanceira;MLP013_ROBO_LEITURA_SPB_AUTBANK;.wsdl
BMG.LiquidacaoFinanceira;MLP013_ROBO_LEITURA_SPB_AUTBANK;.ico
